江南style
16, 402, 116580, 65535
Seq, Enabled, Servo time, Wait time, 1:Angle, 2:Angle, 3:Angle, 4:Angle, 5:Angle, 6:Angle, 7:Angle, 8:Angle, 9:Angle, 10:Angle, 11:Angle, 12:Angle, 13:Angle, 14:Angle, 15:Angle, 16:Angle, 1:LED, 2:LED, 3:LED, 4:LED, 5:LED, 6:LED, 7:LED, 8:LED, 9:LED, 10:LED, 11:LED, 12:LED, 13:LED, 14:LED, 15:LED, 16:LED, Head LED, MP3 folder, MP3 file, MP3 volume
210, 1, 440, 460, 90, 160, 93, 90, 0, 80, 80, 100, 140, 80, 100, 86, 76, 38, 100, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
211, 1, 440, 460, 90, 107, 159, 90, 63, 28, 97, 100, 140, 80, 84, 100, 80, 43, 100, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
212, 1, 440, 460, 90, 160, 93, 90, 0, 80, 80, 100, 140, 80, 100, 86, 76, 38, 100, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
213, 1, 440, 460, 90, 107, 159, 90, 63, 28, 97, 100, 140, 80, 84, 100, 80, 43, 100, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
214, 1, 220, 460, 21, 40, 91, 90, 31, 90, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
215, 1, 220, 440, 8, 91, 91, 90, 31, 90, 90, 100, 140, 80, 90, 90, 80, 43, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
216, 1, 220, 240, 67, 13, 89, 120, 163, 88, 90, 100, 140, 80, 90, 90, 80, 42, 97, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
217, 1, 220, 220, 67, 26, 49, 110, 158, 133, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
218, 1, 220, 240, 41, 12, 89, 144, 168, 88, 90, 100, 140, 80, 90, 90, 80, 41, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
219, 1, 220, 220, 40, 11, 45, 144, 163, 134, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
220, 1, 220, 220, 14, 11, 89, 170, 168, 88, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
221, 1, 220, 240, 14, 11, 38, 170, 168, 149, 90, 100, 140, 80, 90, 90, 80, 39, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
222, 1, 220, 220, 19, 10, 89, 170, 176, 88, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
223, 1, 1380, 1400, 89, 131, 56, 93, 127, 46, 90, 74, 101, 95, 90, 90, 100, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
224, 1, 1380, 1380, 90, 80, 113, 93, 82, 115, 90, 74, 101, 95, 90, 90, 100, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
225, 1, 1380, 1400, 90, 40, 143, 88, 38, 133, 90, 69, 101, 95, 90, 90, 111, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
226, 1, 60, 880, 90, 152, 88, 90, 20, 93, 90, 69, 101, 95, 90, 90, 111, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
227, 1, 220, 220, 5, 42, 56, 89, 122, 124, 90, 69, 101, 95, 90, 90, 111, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
228, 1, 220, 240, 52, 42, 56, 88, 122, 125, 90, 69, 101, 95, 90, 90, 111, 76, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
229, 1, 220, 220, 5, 42, 56, 89, 122, 124, 90, 69, 101, 95, 90, 90, 111, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
230, 1, 220, 240, 52, 42, 56, 88, 122, 125, 90, 69, 101, 95, 90, 90, 111, 76, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
231, 1, 60, 880, 90, 152, 88, 90, 20, 93, 90, 69, 101, 95, 90, 90, 111, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
232, 1, 1380, 1380, 89, 131, 56, 93, 127, 46, 90, 74, 101, 95, 90, 90, 100, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
233, 1, 1380, 1400, 90, 80, 113, 93, 82, 115, 90, 74, 101, 95, 90, 90, 100, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
234, 1, 1380, 1380, 90, 40, 143, 88, 38, 133, 90, 69, 101, 95, 90, 90, 111, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
235, 1, 220, 240, 5, 42, 56, 89, 122, 124, 90, 69, 101, 95, 90, 90, 111, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
236, 1, 220, 220, 52, 42, 56, 88, 122, 125, 90, 69, 101, 95, 90, 90, 111, 76, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
237, 1, 60, 900, 90, 152, 88, 90, 20, 93, 90, 69, 101, 95, 90, 90, 111, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
238, 1, 220, 220, 5, 42, 56, 89, 122, 124, 90, 69, 101, 95, 90, 90, 111, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
239, 1, 220, 220, 52, 42, 56, 88, 122, 125, 90, 69, 101, 95, 90, 90, 111, 76, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
240, 1, 220, 240, 5, 42, 56, 89, 122, 124, 90, 69, 101, 95, 90, 90, 111, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
241, 1, 220, 220, 52, 42, 56, 88, 122, 125, 90, 69, 101, 95, 90, 90, 111, 76, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
242, 1, 60, 880, 90, 152, 88, 90, 20, 93, 90, 69, 101, 95, 90, 90, 111, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
243, 1, 440, 460, 17, 16, 91, 89, 158, 90, 90, 100, 140, 81, 90, 90, 78, 42, 98, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
244, 1, 440, 460, 91, 16, 91, 167, 163, 90, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
245, 1, 440, 460, 17, 16, 91, 89, 158, 90, 90, 100, 140, 81, 90, 90, 78, 42, 98, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
246, 1, 440, 460, 91, 16, 91, 167, 163, 90, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
247, 1, 220, 220, 8, 42, 56, 89, 156, 107, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
248, 1, 220, 240, 52, 42, 56, 88, 160, 105, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
249, 1, 220, 220, 8, 42, 56, 89, 156, 107, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
250, 1, 220, 240, 52, 42, 56, 88, 160, 105, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
251, 1, 220, 220, 8, 42, 56, 89, 156, 107, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
252, 1, 220, 220, 52, 42, 56, 88, 160, 105, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
253, 1, 220, 240, 8, 42, 56, 89, 156, 107, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
254, 1, 220, 220, 52, 42, 56, 88, 160, 105, 90, 100, 140, 80, 90, 90, 80, 42, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
255, 1, 780, 800, 90, 116, 114, 90, 65, 55, 90, 100, 140, 80, 90, 90, 80, 41, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
256, 1, 80, 100, 90, 116, 73, 90, 50, 108, 90, 100, 140, 80, 90, 90, 80, 41, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
257, 1, 80, 100, 90, 116, 114, 90, 50, 55, 90, 100, 140, 80, 90, 90, 80, 39, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
258, 1, 80, 100, 98, 116, 43, 90, 49, 136, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
259, 1, 80, 100, 90, 116, 114, 90, 60, 55, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
260, 1, 80, 100, 90, 116, 73, 90, 46, 131, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
261, 1, 80, 100, 90, 116, 114, 90, 61, 55, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
262, 1, 80, 80, 90, 116, 73, 90, 51, 131, 90, 100, 140, 80, 90, 90, 80, 39, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
263, 1, 80, 100, 90, 116, 114, 90, 61, 55, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
264, 1, 80, 100, 90, 116, 48, 90, 56, 126, 90, 100, 140, 80, 90, 90, 80, 39, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
265, 1, 80, 100, 90, 116, 58, 90, 43, 131, 90, 100, 140, 80, 90, 90, 80, 39, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
266, 1, 80, 100, 90, 116, 114, 90, 58, 61, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
267, 1, 80, 100, 90, 126, 43, 90, 40, 136, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
268, 1, 80, 100, 90, 116, 114, 90, 61, 55, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
269, 1, 80, 100, 90, 116, 73, 90, 56, 118, 90, 100, 140, 80, 90, 90, 80, 40, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
270, 1, 1360, 1380, 94, 42, 56, 90, 130, 123, 90, 69, 101, 95, 90, 90, 111, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
271, 1, 880, 1100, 94, 42, 56, 90, 130, 123, 90, 69, 101, 95, 90, 90, 111, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
272, 1, 220, 220, 5, 42, 56, 89, 122, 124, 90, 69, 101, 95, 90, 90, 111, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
273, 1, 220, 220, 52, 42, 56, 88, 122, 125, 90, 69, 101, 95, 90, 90, 111, 76, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
274, 1, 220, 240, 5, 42, 56, 89, 122, 124, 90, 69, 101, 95, 90, 90, 111, 78, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
275, 1, 220, 220, 52, 42, 56, 88, 122, 125, 90, 69, 101, 95, 90, 90, 111, 76, 85, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
276, 1, 220, 240, 18, 7, 39, 171, 168, 150, 92, 58, 54, 123, 93, 120, 131, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
277, 1, 220, 240, 38, 7, 39, 141, 168, 150, 92, 43, 43, 121, 90, 121, 126, 116, 70, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
278, 1, 220, 240, 18, 7, 39, 171, 168, 150, 92, 58, 54, 123, 93, 120, 131, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
279, 1, 220, 240, 38, 7, 39, 141, 168, 150, 92, 43, 43, 121, 90, 121, 126, 116, 70, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
280, 1, 220, 240, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
281, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
282, 1, 220, 220, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
283, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
284, 1, 220, 240, 18, 7, 39, 171, 168, 150, 92, 58, 54, 123, 93, 120, 131, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
285, 1, 220, 240, 38, 7, 39, 141, 168, 150, 92, 43, 43, 121, 90, 121, 126, 116, 70, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
286, 1, 220, 240, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
287, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
288, 1, 220, 240, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
289, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
290, 1, 220, 240, 18, 7, 39, 171, 168, 150, 92, 58, 54, 123, 93, 120, 131, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
291, 1, 220, 240, 38, 7, 39, 141, 168, 150, 92, 43, 43, 121, 90, 121, 126, 116, 70, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
292, 1, 220, 220, 18, 7, 39, 171, 168, 150, 92, 58, 54, 123, 93, 120, 131, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
293, 1, 220, 240, 38, 7, 39, 141, 168, 150, 92, 43, 43, 121, 90, 121, 126, 116, 70, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
294, 1, 220, 240, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
295, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
296, 1, 220, 240, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
297, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
298, 1, 220, 240, 18, 7, 39, 171, 168, 150, 92, 58, 54, 123, 93, 120, 131, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
299, 1, 220, 240, 38, 7, 39, 141, 168, 150, 92, 43, 43, 121, 90, 121, 126, 116, 70, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
300, 1, 220, 240, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
301, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
302, 1, 220, 220, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
303, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
304, 1, 220, 240, 18, 7, 39, 171, 168, 150, 92, 58, 54, 123, 93, 120, 131, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
305, 1, 220, 240, 38, 7, 39, 141, 168, 150, 92, 43, 43, 121, 90, 121, 126, 116, 70, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
306, 1, 220, 240, 18, 7, 39, 171, 168, 150, 92, 58, 54, 123, 93, 120, 131, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
307, 1, 220, 240, 38, 7, 39, 141, 168, 150, 92, 43, 43, 121, 90, 121, 126, 116, 70, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
308, 1, 220, 240, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
309, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
310, 1, 220, 240, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
311, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
312, 1, 220, 220, 18, 7, 39, 171, 168, 150, 92, 58, 54, 123, 93, 120, 131, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
313, 1, 220, 240, 38, 7, 39, 141, 168, 150, 92, 43, 43, 121, 90, 121, 126, 116, 70, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
314, 1, 220, 240, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
315, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
316, 1, 220, 240, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
317, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
318, 1, 220, 240, 18, 7, 39, 171, 168, 150, 92, 58, 54, 123, 93, 120, 131, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
319, 1, 220, 240, 38, 7, 39, 141, 168, 150, 92, 43, 43, 121, 90, 121, 126, 116, 70, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
320, 1, 220, 240, 18, 7, 39, 171, 168, 150, 92, 58, 54, 123, 93, 120, 131, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
321, 1, 220, 240, 38, 7, 39, 141, 168, 150, 92, 43, 43, 121, 90, 121, 126, 116, 70, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
322, 1, 220, 220, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
323, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
