?????style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,402,116580,65535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seq, Enabled, Servo time, Wait time, 1:Angle, 2:Angle, 3:Angle, 4:Angle, 5:Angle, 6:Angle, 7:Angle, 8:Angle, 9:Angle, 10:Angle, 11:Angle, 12:Angle, 13:Angle, 14:Angle, 15:Angle, 16:Angle, 1:LED, 2:LED, 3:LED, 4:LED, 5:LED, 6:LED, 7:LED, 8:LED, 9:LED, 10:LED, 11:LED, 12:LED, 13:LED, 14:LED, 15:LED, 16:LED, Head LED, MP3 folder, MP3 file, MP3 volume
310,1,220,240,62,148,206,173,2,35,152,58,135,140,158,126,184,117,97,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
311,1,220,240,81,148,199,161,2,45,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
312,1,220,220,58,153,191,191,12,40,118,58,114,153,123,90,191,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
313,1,220,240,78,153,191,161,12,40,118,43,103,151,120,89,186,116,100,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
314,1,220,240,62,148,206,173,2,35,152,58,135,140,158,126,184,117,97,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
315,1,220,240,81,148,199,161,2,45,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
316,1,220,240,62,148,206,173,2,35,152,58,135,140,158,126,184,117,97,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
317,1,220,240,81,148,199,161,2,45,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
318,1,220,240,58,153,191,191,12,40,118,58,114,153,123,90,191,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
319,1,220,240,78,153,191,161,12,40,118,43,103,151,120,89,186,116,100,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
320,1,220,240,58,153,191,191,12,40,118,58,114,153,123,90,191,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
321,1,220,240,78,153,191,161,12,40,118,43,103,151,120,89,186,116,100,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
322,1,220,220,62,148,206,173,2,35,152,58,135,140,158,126,184,117,97,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
323,1,220,240,81,148,199,161,2,45,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
324,1,220,240,62,148,206,173,2,35,152,58,135,140,158,126,184,117,97,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
325,1,220,240,81,148,199,161,2,45,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
326,1,220,240,58,153,191,191,12,40,118,58,114,153,123,90,191,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
327,1,220,240,78,153,191,161,12,40,118,43,103,151,120,89,186,116,100,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
328,1,220,240,62,148,206,173,2,35,152,58,135,140,158,126,184,117,97,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
329,1,220,240,81,148,199,161,2,45,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
330,1,220,240,62,148,206,173,2,35,152,58,135,140,158,126,184,117,97,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
331,1,220,240,81,148,199,161,2,45,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
332,1,220,220,58,153,191,191,12,40,118,58,114,153,123,90,191,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
333,1,220,240,78,153,191,161,12,40,118,43,103,151,120,89,186,116,100,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
334,1,220,240,58,153,191,191,12,40,118,58,114,153,123,90,191,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
335,1,220,240,78,153,191,161,12,40,118,43,103,151,120,89,186,116,100,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
336,1,220,240,62,148,206,173,2,35,152,58,135,140,158,126,184,117,97,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
337,1,220,240,81,148,199,161,2,45,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
338,1,220,240,62,148,206,173,2,35,152,58,135,140,158,126,184,117,97,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
339,1,220,240,81,148,199,161,2,45,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
340,1,220,240,128,28,101,174,12,25,118,58,114,152,122,90,186,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
341,1,220,240,128,3,96,161,12,40,118,43,103,152,122,89,186,116,101,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
342,1,220,220,128,28,101,174,12,25,118,58,114,152,122,90,186,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
343,1,220,240,128,3,96,161,12,40,118,43,103,152,122,89,186,116,101,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
344,1,220,240,128,28,101,173,2,35,149,60,135,140,158,126,182,117,95,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
345,1,220,240,128,3,96,161,2,45,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
346,1,220,240,128,28,101,173,2,35,149,60,135,140,158,126,182,117,95,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
347,1,220,240,128,3,96,161,2,45,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
348,1,220,240,128,28,101,174,12,25,118,58,114,152,122,90,186,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
349,1,220,240,128,3,96,161,12,40,118,43,103,152,122,89,186,116,101,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
350,1,220,240,128,28,101,173,2,35,149,60,135,140,158,126,182,117,95,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
351,1,220,240,128,3,96,161,2,45,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
352,1,220,220,128,28,101,173,2,35,149,60,135,140,158,126,182,117,95,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
353,1,220,240,128,3,96,161,2,45,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
354,1,220,240,82,129,216,95,158,145,118,60,114,154,120,90,184,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
355,1,220,240,54,133,216,110,150,129,118,45,103,154,120,89,184,116,101,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
356,1,220,240,85,127,199,90,133,140,149,60,135,140,158,126,182,117,95,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
357,1,220,240,73,138,214,110,126,140,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
358,1,220,240,82,129,216,95,158,145,118,60,114,154,120,90,184,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
359,1,220,240,54,133,216,110,150,129,118,45,103,154,120,89,184,116,101,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
360,1,220,240,82,129,216,95,158,145,118,60,114,154,120,90,184,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
361,1,220,240,54,133,216,110,150,129,118,45,103,154,120,89,184,116,101,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
362,1,220,220,82,129,216,95,158,145,118,60,114,154,120,90,184,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
363,1,220,240,54,133,216,110,150,129,118,45,103,154,120,89,184,116,101,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
364,1,220,240,85,127,199,90,133,140,149,60,135,140,158,126,182,117,95,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
365,1,220,240,73,138,214,110,126,140,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
366,1,220,240,85,127,199,90,133,140,149,60,135,140,158,126,182,117,95,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
367,1,220,240,73,138,214,110,126,140,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
368,1,220,240,128,28,101,174,12,25,118,58,114,152,122,90,186,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
369,1,220,240,128,3,96,161,12,40,118,43,103,152,122,89,186,116,101,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
370,1,220,240,128,28,101,174,12,25,118,58,114,152,122,90,186,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
371,1,220,240,128,3,96,161,12,40,118,43,103,152,122,89,186,116,101,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
372,1,220,220,128,28,101,173,2,35,149,60,135,140,158,126,182,117,95,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
373,1,220,240,128,3,96,161,2,45,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
374,1,220,240,128,28,101,173,2,35,149,60,135,140,158,126,182,117,95,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
375,1,220,240,128,3,96,161,2,45,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
376,1,220,240,128,28,101,174,12,25,118,58,114,152,122,90,186,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
377,1,220,240,128,3,96,161,12,40,118,43,103,152,122,89,186,116,101,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
378,1,220,240,128,28,101,173,2,35,149,60,135,140,158,126,182,117,95,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
379,1,220,240,128,3,96,161,2,45,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
380,1,220,240,128,28,101,173,2,35,149,60,135,140,158,126,182,117,95,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
381,1,220,240,128,3,96,161,2,45,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
382,1,220,220,82,129,216,95,158,145,118,60,114,154,120,90,184,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
383,1,220,240,54,133,216,110,150,129,118,45,103,154,120,89,184,116,101,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
384,1,220,240,85,127,199,90,133,140,149,60,135,140,158,126,182,117,95,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
385,1,220,240,73,138,214,110,126,140,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
386,1,220,240,82,129,216,95,158,145,118,60,114,154,120,90,184,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
387,1,220,240,54,133,216,110,150,129,118,45,103,154,120,89,184,116,101,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
388,1,220,240,82,129,216,95,158,145,118,60,114,154,120,90,184,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
389,1,220,240,54,133,216,110,150,129,118,45,103,154,120,89,184,116,101,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
390,1,220,240,82,129,216,95,158,145,118,60,114,154,120,90,184,123,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
391,1,220,240,54,133,216,110,150,129,118,45,103,154,120,89,184,116,101,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
392,1,220,220,85,127,199,90,133,140,149,60,135,140,158,126,182,117,95,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
393,1,220,240,73,138,214,110,126,140,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
394,1,220,240,85,127,199,90,133,140,149,60,135,140,158,126,182,117,95,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
395,1,220,240,73,138,214,110,126,140,149,63,132,141,151,125,192,139,85,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
396,1,980,1000,70,148,199,110,139,146,121,91,200,110,120,120,148,41,130,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
397,1,780,800,87,149,201,113,140,132,120,100,200,110,120,120,140,45,127,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
398,1,780,800,130,120,171,110,32,83,120,100,200,110,120,120,140,45,127,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
399,1,780,800,159,120,171,153,46,83,120,68,201,99,120,120,176,44,138,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
400,1,780,800,160,125,191,153,17,33,120,68,201,99,120,120,176,44,138,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
401,1,1200,1200,130,120,171,110,32,83,120,94,200,110,120,120,146,44,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
